plaza;estrato1;estrato;partidogba;Sexo;Edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;ESPACIO;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;PROBAB;p37;INTERES;zona;LARRETA;MACRI;MILEI;CRISTINA;MASSA;MORALES;BULLRICH;KICILLOF;SANTILLI;GRINDETTI;PIPARO;weight
Gba;2;1;José C Paz;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;5 - Ns/Nc;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;1 - Seguro lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;2 - Es probable que corte boleta, aún no sé;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Ns Nr;Ns Nr;Positivo;Negativo;Negativo;Ns Nr;Ns Nr;Negativo;Ns Nr;Ns Nr;Positivo;1.23332586
Gba;2;1;3 de Febrero;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Negativo;Negativo;Positivo;Negativo;Positivo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;1.129851544
Mercedes;7;1;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Positivo;Positivo;Positivo;Negativo;Negativo;Ns Nr;Negativo;Negativo;Ns Nr;Ns Nr;Ns Nr;1.129851544
Gba;2;1;3 de Febrero;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Positivo;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Negativo;Positivo;Ns Nr;Positivo;1.23332586
Mercedes;7;1;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Positivo;Positivo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Positivo;1.23332586
Gba;2;1;San Martin;1 - Hombre;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Primera;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;1.2991529200000003
Gba;2;2;Lomas de Zamora;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;1 - Sí, seguramente corte boleta.;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Tercera;Positivo;Negativo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Ns Nr;0.9891227039999999
Gba;2;2;Berazategui;1 - Hombre;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;4 - El peronismo federal de Juan Schiaretti;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;4 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;1 - Sí, seguramente corte boleta.;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Tercera;Negativo;Negativo;Positivo;Positivo;Positivo;Negativo;Positivo;Negativo;Positivo;Positivo;Positivo;1.1373367200000002
Gba;2;2;Quilmes;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Juntos de Larreta y Bullrich;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Tercera;Negativo;Negativo;Positivo;Negativo;Positivo;Ns Nr;Negativo;Negativo;Positivo;Ns Nr;Positivo;0.9891227039999999
San Nicolás;6;4;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;4 - No sabe;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Positivo;Negativo;Positivo;Positivo;Positivo;Ns Nr;Negativo;Positivo;Ns Nr;Ns Nr;Positivo;0.3005158
Zárate;6;4;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;1 - Muy positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Ns Nr;Positivo;Positivo;Negativo;Negativo;Ns Nr;Positivo;Negativo;Ns Nr;Ns Nr;Ns Nr;0.26135356
San Nicolás;6;4;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;0.26135356
Tandil;6;4;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Horacio Rodríguez Larreta y Diego Santilli por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Positivo;Positivo;Positivo;Negativo;Negativo;Ns Nr;Positivo;Positivo;Ns Nr;Ns Nr;Ns Nr;0.23752560000000003
Tandil;6;4;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Ns Nr;Ns Nr;0.26135356
Tandil;6;4;;2 - Mujer;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - No sabe / Está indeciso;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;2 - Diego Santilli por Juntos;7 - No sabe / Está indeciso;2 - Diego Santilli por Juntos;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;2 - Es probable que corte boleta, aún no sé;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Ns Nr;Ns Nr;0.27034929999999996
Carlos Casares;8;6;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Muy positiva;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Negativo;Negativo;Positivo;Negativo;Negativo;Ns Nr;Negativo;Negativo;Ns Nr;Ns Nr;Positivo;3.6227624240000003
Gonzales Moreno;8;7;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;4 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;3 - No, no cortaría boleta.;5 - Ns/Nc;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;4- Nada interesado;No interesado;Interior;Ns Nr;Negativo;Positivo;Negativo;Negativo;Ns Nr;Negativo;Ns Nr;Positivo;Ns Nr;Ns Nr;0.9911331160000001
Gba;2;2;Almirante Brown;1 - Hombre;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;8 - No sabe / Está indeciso;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;Milei;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;5 - Javier Milei y Carolina Píparo por La Libertad Avanza;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;2 - Es bastante probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Negativo;Positivo;Negativo;Positivo;Ns Nr;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;1.1373367200000002
