fecha;metodo;comuna;sexo;edad;estudios;imagen_bulrich;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_masa;votaria_lousteau;votaria_jorge_macri;P12;P13;votaria_nacional;sufragara_paso;Voto_2021;pon2
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.77386
2023-08-13;CATI;Comuna 03;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.81442
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.09434
2023-08-13;CATI;Comuna 03;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.18771
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.86
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.09434
2023-08-13;CATI;Comuna 03;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.78631
2023-08-13;CATI;Comuna 03;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.81442
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.09434
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.74465
2023-08-13;CATI;Comuna 03;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78631
2023-08-13;CATI;Comuna 03;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78631
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.89373
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.74465
2023-08-13;CATI;Comuna 03;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.30336
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.98472
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.94756
2023-08-13;CATI;Comuna 03;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.30336
2023-08-13;CATI;Comuna 03;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo negativa;No conoce o no tiene opinión formada;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.81442
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.94756
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.94756
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;En blanco/No votaría;No, no haría eso;No sabe / No contesta;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.71188
2023-08-13;CATI;Comuna 04;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.92256
2023-08-13;CATI;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.79293
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Muy Positiva;Algo negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.68658
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.71351
2023-08-13;CATI;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.99302
2023-08-13;CATI;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Muy Negativa;No sabe - No tiene opinión formada;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;No sabe - Está indeciso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.79293
2023-08-13;CATI;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Positiva;Algo positiva;Muy Positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.79293
2023-08-13;CATI;Comuna 04;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Muy Positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.86059
2023-08-13;CATI;Comuna 04;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.15637
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.87367
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.68658
2023-08-13;CATI;Comuna 04;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.75343
2023-08-13;CATI;Comuna 04;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.725
2023-08-13;CATI;Comuna 05;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.79881
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84351
2023-08-13;CATI;Comuna 05;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Muy Positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.79881
2023-08-13;CATI;Comuna 05;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.01648
2023-08-13;CATI;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No sabe - Está indeciso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.87366
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.87659
2023-08-13;CATI;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.87366
2023-08-13;CATI;Comuna 05;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.04053
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo negativa;Algo negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Muy probable;Javier Milei de Libertad Avanza;0.87659
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84351
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Algo negativa;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.84351
2023-08-13;CATI;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.87366
2023-08-13;CATI;Comuna 05;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.79881
2023-08-13;CATI;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84351
