P2;P3a;P4;P4.1;P5;P6;P7;Ponde;Ponde2;Sociodemografico;PondeJdg;SoloJGB;EdadmasJGB;EdadJGB
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Vanina Biasi o Adaro del FIT;1.6;6.63;1.8;1.5;0.78;2.2;0.78
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.5;6.23;1.8;1.6;0.87;2.2;0.87
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;1.3;6.33;1.8;1.3;1.0;2.3;1.0
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;No sabe/ No tiene opinión formada;1.5;6.23;1.8;1.6;1.0;2.3;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Jorge Macri de Juntos;Otro;Otros;1.0;3.9;1.0;1.0;1.0;1.0;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.0;4.1;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;3.8;1.0;1.0;1.32;1.2;1.32
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.7;3.8;1.0;0.9;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.9;3.8;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.9;3.7;1.0;1.1;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.8;4.1;1.0;0.9;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.0;4.1;1.0;1.0;1.32;1.2;1.32
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;M Lousteau de JXC;1.0;4.1;1.0;1.1;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Otro;Otros;0.7;3.8;1.0;0.7;1.0;1.0;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;1.0;4.1;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.9;3.8;1.0;1.1;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.0;4.1;1.0;1.0;1.32;1.2;1.32
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.0;4.1;1.0;1.1;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;Otros;1.0;4.1;1.0;1.0;1.0;1.0;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.8;4.1;1.0;0.8;1.32;1.2;1.32
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ no contesta;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Otros;1.0;4.1;1.0;1.0;1.0;1.0;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ no contesta;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;1.0;4.1;1.0;1.0;1.0;1.0;1.0
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.7;3.7;1.0;0.7;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.9;3.8;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.9;3.8;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.8;4.1;1.0;0.8;1.32;1.2;1.32
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.0;4.1;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Leandro Santoro de UPX;0.9;3.7;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.7;3.7;1.0;0.7;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.9;3.8;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Myriam Bregman;Vanina Biasi del FIT;Myriam Bregman o Solano por el FIT;Vanina Biasi o Adaro del FIT;1.5;6.0;1.0;0.9;0.78;0.9;0.78
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;4.1;1.0;1.0;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.8;1.0;0.7;1.05;1.1;1.05
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;1.0;0.9;0.87;1.0;0.87
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.9;3.8;1.0;1.1;1.72;1.4;1.72
Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;0.8;4.1;1.0;0.7;0.87;1.0;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;En blanco/ No votaría;En blanco/ No votaría;0.8;3.3;0.8;0.9;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;M Lousteau de JXC;0.6;3.3;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.6;3.3;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.8;3.4;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;Horacio R Larreta;Jorge Macri de JXC;0.6;3.4;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.8;3.4;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.8;3.4;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;En blanco/ No votaría;0.8;3.3;0.8;0.9;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.6;3.4;0.8;0.6;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.6;3.4;0.8;0.6;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;3.7;0.8;0.9;1.32;1.0;1.32
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;En blanco/ No votaría;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.6;3.3;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;0.9;3.5;0.8;0.9;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;En blanco/ No votaría;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.5;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.6;3.4;0.8;0.6;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.6;3.4;0.8;0.6;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;No sabe / No contesta;M Lousteau de JXC;0.7;3.7;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;0.9;3.5;0.8;0.9;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.6;3.3;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;M Lousteau de JXC;0.9;3.7;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;0.8;3.3;0.8;1.0;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;No sabe / No contesta;Leandro Santoro de Unión por la Patria;Myriam Bregman o Solano por el FIT;Leandro Santoro de UPX;0.6;3.3;0.8;0.6;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;En blanco/ No votaría;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.9;3.5;0.8;0.8;0.87;0.8;0.87
